Município;Até 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos ou mais;Inconsistente;Total
150655 Santa Luzia do Pará;1;3;6;4;8;7;12;11;11;3;5;5;3;2;3;0;0;1;0;85
150658 Santa Maria das Barreiras;0;3;4;5;4;4;2;6;7;5;0;3;2;1;1;0;1;0;0;48
150660 Santa Maria do Pará;5;17;41;36;26;38;28;28;35;12;23;30;18;20;9;6;5;3;0;380
150670 Santana do Araguaia;4;31;40;32;33;34;59;72;72;53;29;33;20;11;7;6;3;2;0;541
150680 Santarém;465;2.140;2.350;1.912;1.524;1.799;2.402;2.837;2.494;1.900;1.438;1.193;998;799;564;350;235;317;0;25.717
150690 Santarém Novo;0;1;1;2;2;0;2;4;2;1;1;1;1;2;1;0;1;0;0;22
150700 Santo Antônio do Tauá;2;22;37;43;28;13;31;36;46;24;23;18;19;16;14;13;9;2;0;396
150710 São Caetano de Odivelas;1;6;7;2;6;9;6;10;11;6;4;4;5;7;6;2;1;0;0;93
150715 São Domingos do Araguaia;0;14;25;19;12;17;22;28;30;8;13;7;6;8;4;1;2;2;0;218
150720 São Domingos do Capim;2;14;26;28;15;24;20;24;18;13;7;8;3;2;3;1;1;1;0;210
150730 São Félix do Xingu;4;21;22;19;18;34;49;45;41;19;23;7;11;8;8;4;1;1;0;335
150740 São Francisco do Pará;1;11;13;5;13;9;23;23;20;15;9;11;8;5;1;3;1;2;0;173
150745 São Geraldo do Araguaia;3;16;23;14;9;18;23;29;21;16;12;5;3;3;2;0;1;0;0;198
150746 São João da Ponta;0;0;1;4;5;0;1;4;1;1;1;0;0;0;0;0;2;1;0;21
150747 São João de Pirabas;0;6;7;7;5;4;9;9;11;8;2;1;1;2;2;0;4;1;0;79
150750 São João do Araguaia;1;3;7;5;6;1;7;8;6;7;4;1;1;1;0;0;1;0;0;59
150760 São Miguel do Guamá;7;52;58;44;45;81;79;73;62;58;31;43;33;27;19;13;4;5;0;734
150770 São Sebastião da Boa Vista;2;13;15;8;9;6;6;8;2;9;5;5;2;1;1;0;0;1;0;93
150775 Sapucaia;2;18;35;29;20;37;59;70;104;56;61;92;89;65;44;19;14;27;0;841
150780 Senador José Porfírio;3;2;14;11;11;18;15;15;6;5;5;11;2;3;3;1;0;0;0;125
150790 Soure;3;17;28;22;15;12;27;22;26;16;19;27;19;18;9;3;5;7;0;295
150795 Tailândia;16;99;151;107;112;149;168;231;201;140;86;63;48;36;13;6;5;5;0;1.636
150796 Terra Alta;2;4;4;4;3;2;7;13;2;2;0;1;1;2;0;1;0;1;0;49
150797 Terra Santa;3;27;39;29;43;73;34;53;54;34;19;12;5;5;5;1;0;0;0;436
150800 Tomé-Açu;24;125;118;87;58;226;386;312;260;155;89;61;51;25;13;12;4;7;0;2.013
150803 Tracuateua;1;11;12;9;9;10;8;6;6;8;6;1;2;4;3;0;0;0;0;96
150805 Trairão;2;6;1;1;2;2;14;10;5;1;0;3;2;0;0;0;1;1;0;51
150808 Tucumã;45;149;160;103;117;190;251;250;196;105;61;56;35;25;8;9;3;3;0;1.766
150810 Tucuruí;70;313;412;355;302;344;484;524;505;367;290;247;234;185;86;59;43;63;0;4.883
150812 Ulianópolis;3;17;17;20;11;22;39;35;24;23;17;10;16;8;5;2;0;1;0;270
150815 Uruará;1;21;21;29;22;26;24;32;25;27;26;18;11;6;8;1;2;1;0;301
150820 Vigia;5;34;51;36;36;32;43;60;57;35;23;20;22;20;12;13;7;4;0;510
150830 Viseu;2;10;8;16;9;15;13;22;17;3;7;7;5;6;3;2;1;0;0;146
150835 Vitória do Xingu;1;10;10;9;13;25;37;30;29;12;13;10;10;3;0;1;3;0;0;216
150840 Xinguara;30;136;128;133;147;308;394;359;314;229;170;114;83;68;47;22;26;23;0;2.731
150000 Município ignorado - PA;0;0;5;15;14;11;9;6;16;23;8;12;17;5;4;2;6;3;0;156
160010 Amapá;2;19;23;27;24;18;21;35;28;15;15;15;20;11;8;9;4;2;0;296
160020 Calçoene;1;4;10;13;6;4;5;4;5;3;9;8;4;5;1;5;1;0;0;88
160021 Cutias;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4
160023 Ferreira Gomes;2;5;13;16;11;9;6;15;16;10;9;5;6;4;1;2;1;2;0;133
160025 Itaubal;0;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;9
160027 Laranjal do Jari;13;113;240;248;267;243;251;337;282;310;284;245;181;138;108;106;69;83;0;3.518
160030 Macapá;801;4.296;4.936;4.151;4.049;3.854;3.988;4.834;4.762;3.913;3.545;3.387;2.815;2.192;1.583;1.096;725;897;0;55.824
160040 Mazagão;1;8;6;10;11;3;0;8;9;7;6;4;5;3;1;1;1;0;0;84
160050 Oiapoque;4;20;24;26;22;20;34;37;42;20;26;18;14;11;12;3;3;4;0;340
160015 Pedra Branca do Amapari;0;8;8;10;2;5;14;16;7;8;4;0;3;4;0;0;0;0;0;89
160053 Porto Grande;18;187;262;278;237;229;188;200;182;143;120;74;44;26;6;1;1;1;0;2.197
160055 Pracuúba;0;1;5;5;4;1;1;4;1;1;1;1;0;0;0;0;0;0;0;25
160060 Santana;91;540;664;590;506;480;595;714;615;453;314;278;223;170;112;71;46;46;0;6.508
160005 Serra do Navio;0;7;8;11;5;7;18;24;15;6;6;5;3;1;3;0;1;1;0;121
160070 Tartarugalzinho;10;42;76;66;73;56;44;42;30;31;24;13;15;8;4;0;0;0;0;534
160080 Vitória do Jari;6;27;40;49;40;35;30;51;38;18;13;8;8;1;2;1;0;0;0;367
160000 Município ignorado - AP;0;0;3;1;1;2;0;0;0;0;2;0;1;0;0;1;1;0;0;12
170025 Abreulândia;0;2;1;3;2;0;6;1;5;2;1;0;4;1;0;1;1;0;0;30
170030 Aguiarnópolis;0;8;8;10;7;5;16;24;14;13;5;6;3;5;2;0;0;0;0;126
170035 Aliança do Tocantins;2;6;10;7;13;10;7;11;15;14;12;7;2;3;4;2;0;3;0;128
170040 Almas;2;6;17;6;2;9;17;10;10;5;1;2;0;2;0;0;0;0;0;89
170070 Alvorada;11;66;86;77;98;139;156;162;144;90;85;68;44;29;11;5;7;3;0;1.281
170100 Ananás;1;12;15;13;12;12;14;17;16;9;13;15;4;3;2;0;1;0;0;159
170105 Angico;0;0;4;5;2;3;3;5;4;4;3;1;2;1;2;1;1;1;0;42
170110 Aparecida do Rio Negro;1;7;6;8;1;1;4;9;7;10;1;4;0;3;0;1;2;1;0;66
170130 Aragominas;0;2;0;3;1;3;0;3;2;5;1;0;2;1;0;2;1;0;0;26
170190 Araguacema;4;6;13;5;3;4;12;16;7;4;0;1;7;4;2;0;1;2;0;91
170200 Araguaçu;2;8;14;14;9;16;18;24;12;21;16;9;7;4;6;5;2;1;0;188
170210 Araguaína;249;1.108;1.089;888;777;1.063;1.519;1.801;1.500;1.117;867;720;525;346;251;190;127;168;0;14.305
170215 Araguanã;0;1;1;1;2;0;3;5;2;1;0;0;0;0;0;0;0;0;0;16
170220 Araguatins;14;87;86;61;57;52;78;98;77;78;69;49;30;18;15;10;7;10;0;896
170230 Arapoema;1;8;5;8;11;4;8;10;8;11;6;4;6;6;0;5;0;0;0;101
170240 Arraias;5;35;36;18;19;22;29;33;33;34;17;13;11;8;8;3;2;5;0;331
170255 Augustinópolis;3;36;40;37;22;19;35;45;42;19;13;16;14;8;4;0;0;1;0;354
170270 Aurora do Tocantins;0;3;2;0;2;3;2;3;4;2;6;1;1;0;0;0;0;0;0;29
170290 Axixá do Tocantins;4;23;21;14;8;11;15;17;23;20;8;4;4;3;5;4;3;4;0;191
170300 Babaçulândia;0;7;8;5;5;2;11;15;8;2;4;5;2;1;2;0;1;2;0;80
170305 Bandeirantes do Tocantins;4;9;9;8;8;16;26;10;8;4;2;1;2;1;1;1;0;0;0;110
170307 Barra do Ouro;0;1;0;0;2;2;3;3;0;2;0;0;0;0;0;2;1;0;0;16
170310 Barrolândia;0;2;2;2;5;4;8;3;2;6;8;0;0;1;0;1;0;0;0;44
170320 Bernardo Sayão;0;3;4;2;2;2;2;5;6;2;1;2;1;1;0;1;0;1;0;35
170330 Bom Jesus do Tocantins;4;33;33;32;14;52;45;51;20;10;8;2;0;1;1;1;0;0;0;307
170360 Brasilândia do Tocantins;0;0;2;1;0;2;1;2;1;1;0;2;0;1;0;0;0;0;0;13
170370 Brejinho de Nazaré;1;4;7;5;2;5;5;5;7;5;2;2;6;2;1;1;1;1;0;62
170380 Buriti do Tocantins;3;9;11;5;5;3;5;6;5;3;3;4;4;1;0;0;0;1;0;68
170382 Cachoeirinha;3;55;58;69;77;204;157;174;155;91;105;86;60;19;11;4;2;1;0;1.331
170384 Campos Lindos;2;10;13;6;11;43;28;22;10;5;4;1;1;0;0;0;1;0;0;157
170386 Cariri do Tocantins;3;6;9;3;3;6;13;14;4;9;6;4;2;0;2;0;0;0;0;84
170388 Carmolândia;1;0;0;2;2;2;0;2;1;2;1;1;0;1;0;1;0;0;0;16
170389 Carrasco Bonito;0;0;1;0;0;0;1;3;1;0;1;0;0;0;0;0;0;0;0;7
170390 Caseara;0;4;7;12;9;4;5;9;8;2;6;2;3;4;2;0;0;0;0;77
170410 Centenário;1;1;1;0;1;6;10;9;9;7;4;1;1;0;1;0;0;0;0;52
170510 Chapada da Natividade;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;4
170550 Colinas do Tocantins;23;118;138;100;87;128;186;193;157;98;64;69;65;29;16;13;7;10;0;1.501
171670 Colméia;4;11;14;11;7;15;14;21;20;5;11;6;4;4;2;0;0;0;0;149
170555 Combinado;0;3;4;4;3;5;10;8;4;5;6;2;2;2;0;2;0;0;0;60
170560 Conceição do Tocantins;3;2;2;5;3;0;2;4;4;4;0;1;1;1;1;0;0;1;0;34
170600 Couto Magalhães;0;5;3;2;3;7;4;6;5;5;5;2;3;2;0;0;0;0;0;52
170610 Cristalândia;2;10;13;10;7;7;17;15;12;11;8;11;15;13;5;1;1;2;0;160
170625 Crixás do Tocantins;1;0;1;2;2;3;1;0;1;0;1;2;1;0;0;0;0;0;0;15
170650 Darcinópolis;0;6;4;2;2;5;5;8;6;2;2;2;3;1;1;0;0;0;0;49
170700 Dianópolis;10;66;82;72;62;84;95;122;95;63;40;40;24;20;16;11;9;18;0;929
170710 Divinópolis do Tocantins;0;7;13;8;6;7;7;14;12;5;9;5;3;1;1;0;0;0;0;98
170720 Dois Irmãos do Tocantins;0;4;4;4;2;2;8;6;2;3;3;2;5;1;3;0;0;0;0;49
170730 Dueré;1;4;7;8;6;4;3;14;5;6;1;7;1;2;4;0;1;1;0;75
170740 Esperantina;0;4;6;3;0;1;5;7;3;1;1;1;0;1;0;0;0;0;0;33
170755 Fátima;0;9;7;6;2;5;6;9;12;6;0;4;1;1;2;0;0;1;0;71
170765 Figueirópolis;1;12;10;10;11;13;20;31;21;19;10;9;8;3;2;8;1;2;0;191
170770 Filadélfia;0;7;4;5;5;4;6;5;7;5;5;0;4;3;3;1;2;0;0;66
170820 Formoso do Araguaia;13;49;67;65;66;62;94;80;90;71;45;48;19;5;8;2;6;3;0;793
170825 Fortaleza do Tabocão;2;3;7;2;3;4;3;6;7;5;2;0;3;2;0;0;0;0;0;49
170830 Goianorte;0;2;1;2;1;5;5;2;3;1;2;1;1;0;1;0;0;0;0;27
170900 Goiatins;1;6;6;7;2;6;4;11;4;1;4;1;3;3;3;1;0;2;0;65
170930 Guaraí;14;90;95;78;62;95;141;155;139;79;80;72;54;28;25;21;8;8;0;1.244
170950 Gurupi;136;603;658;526;508;739;991;1.070;897;757;570;556;441;384;264;194;115;147;1;9.557
170980 Ipueiras;0;3;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;9
171050 Itacajá;1;3;10;9;8;2;7;12;10;5;4;6;4;13;4;3;0;3;0;104
171070 Itaguatins;0;5;6;6;8;4;5;3;7;4;3;8;3;0;0;0;0;1;0;63
171090 Itapiratins;0;1;3;1;4;2;5;2;3;2;0;3;1;0;0;0;0;2;0;29
171110 Itaporã do Tocantins;0;1;0;1;1;2;1;2;1;0;1;1;0;0;0;0;0;0;0;11
171150 Jaú do Tocantins;1;2;7;7;10;4;4;2;6;7;4;2;0;3;2;1;0;0;0;62
171180 Juarina;0;1;0;2;0;3;1;3;1;0;1;0;0;0;0;0;0;0;0;12
171190 Lagoa da Confusão;2;18;25;15;22;17;26;29;16;18;12;10;10;0;3;2;1;0;0;226
171195 Lagoa do Tocantins;0;4;1;0;0;1;2;4;1;0;0;0;1;0;0;0;0;0;0;14
171200 Lajeado;0;7;5;14;12;50;31;25;23;23;12;13;9;8;1;1;3;1;0;238
171215 Lavandeira;0;1;1;1;0;0;1;2;3;1;0;0;0;0;0;0;0;0;0;10
171240 Lizarda;0;2;3;4;2;2;3;3;3;2;0;3;2;0;3;0;1;1;0;34
171245 Luzinópolis;1;2;3;3;3;1;4;3;3;2;0;0;0;0;0;1;0;0;0;26
171250 Marianópolis do Tocantins;1;1;5;4;1;4;8;6;2;2;2;1;0;0;0;0;0;0;0;37
171270 Mateiros;0;1;0;0;2;3;0;2;3;1;0;2;1;0;0;0;0;0;0;15
171280 Maurilândia do Tocantins;1;1;2;1;0;0;2;0;1;1;1;0;1;0;0;1;0;0;0;12
171320 Miracema do Tocantins;10;61;93;67;46;53;89;112;94;67;55;42;40;47;33;21;16;26;0;972
171330 Miranorte;3;25;22;23;20;29;24;35;32;29;30;24;29;20;12;9;3;9;0;378
171360 Monte do Carmo;0;3;6;4;9;9;3;6;5;11;5;3;2;2;0;0;0;0;0;68
171370 Monte Santo do Tocantins;0;1;1;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;6
171395 Muricilândia;0;1;1;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;7
171420 Natividade;8;17;26;17;14;26;28;40;27;22;10;15;11;5;8;7;4;3;0;288
171430 Nazaré;0;5;3;1;2;2;1;9;3;5;0;4;5;2;2;0;0;1;0;45
171488 Nova Olinda;1;13;18;20;5;9;8;27;11;13;5;4;2;7;3;1;1;1;0;149
171500 Nova Rosalândia;1;4;5;2;2;5;10;10;3;6;4;3;0;1;2;0;1;1;0;60
171510 Novo Acordo;0;5;5;4;1;6;6;9;9;5;2;2;3;1;0;2;1;1;0;62
171515 Novo Alegre;0;2;7;1;3;3;2;2;2;2;3;1;2;1;3;0;0;1;0;35
171525 Novo Jardim;0;3;3;4;3;4;2;3;3;1;3;2;1;0;0;1;1;0;0;34
171550 Oliveira de Fátima;0;1;0;0;0;1;3;3;0;0;2;1;0;0;0;1;0;0;0;12
172100 Palmas;862;3.870;4.495;3.449;3.115;4.251;5.880;6.642;6.278;4.710;3.552;2.860;2.161;1.554;1.046;652;413;460;0;56.250
171570 Palmeirante;1;4;6;1;3;7;6;9;3;3;0;2;0;0;0;0;0;0;0;45
171380 Palmeiras do Tocantins;0;1;1;3;1;4;5;5;2;0;2;1;1;0;0;0;0;0;0;26
171575 Palmeirópolis;1;18;22;6;11;19;26;29;17;12;8;9;8;4;0;5;0;1;0;196
171610 Paraíso do Tocantins;50;215;253;188;158;231;307;359;345;239;188;239;171;104;65;61;32;38;0;3.243
171620 Paranã;2;10;10;5;0;12;18;12;11;6;4;4;7;5;3;6;0;0;0;115
171630 Pau D'Arco;1;5;4;0;0;2;8;1;3;1;1;2;2;0;2;0;0;0;0;32
171650 Pedro Afonso;40;205;229;169;103;212;291;300;213;151;74;52;39;23;13;6;4;2;0;2.126
171660 Peixe;3;20;35;18;18;23;28;36;41;18;17;9;6;6;3;0;1;5;0;287
171665 Pequizeiro;0;8;9;6;9;8;15;11;8;3;6;2;2;0;0;0;0;0;0;87
171700 Pindorama do Tocantins;2;5;6;2;0;1;4;3;4;0;1;1;0;0;2;1;2;0;0;34
171720 Piraquê;1;6;5;2;1;3;12;7;4;1;2;1;1;0;0;0;0;0;0;46
171750 Pium;1;4;7;5;1;4;8;10;9;3;3;4;5;5;3;1;0;4;0;77
171780 Ponte Alta do Bom Jesus;0;6;5;8;6;1;5;8;6;4;4;5;2;3;2;1;1;2;0;69
171790 Ponte Alta do Tocantins;2;7;2;4;3;3;6;10;9;3;2;2;0;1;4;1;0;0;0;59
171800 Porto Alegre do Tocantins;0;2;2;0;1;1;0;3;0;0;1;0;2;1;0;0;0;0;0;13
171820 Porto Nacional;40;236;247;188;186;281;371;437;318;220;166;129;114;89;67;44;39;54;0;3.226
171830 Praia Norte;0;2;1;2;4;1;1;2;1;5;1;0;1;0;0;2;0;0;0;23
171840 Presidente Kennedy;1;5;4;1;1;6;11;5;3;2;3;2;4;1;1;0;0;1;0;51
171845 Pugmil;0;2;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;7
171850 Recursolândia;1;2;6;2;5;1;4;3;0;1;0;3;0;1;1;1;2;0;0;33
171855 Riachinho;0;5;5;2;1;3;8;4;5;1;1;1;2;1;0;0;0;0;0;39
171865 Rio da Conceição;1;1;0;1;3;3;4;2;0;1;0;1;1;0;1;0;0;0;0;19
171870 Rio dos Bois;1;0;1;0;0;1;1;0;1;3;0;0;2;0;1;1;0;0;0;12
171875 Rio Sono;0;4;3;3;1;1;3;2;3;4;3;2;1;1;1;0;0;1;0;33
171880 Sampaio;1;2;2;1;1;0;0;2;3;4;0;0;1;2;3;2;1;1;0;26
171884 Sandolândia;0;6;3;4;5;1;6;5;6;9;1;3;2;3;0;1;2;1;0;58
171886 Santa Fé do Araguaia;4;10;13;8;8;9;11;14;21;8;13;8;1;5;1;1;1;0;0;136
171888 Santa Maria do Tocantins;0;4;0;6;1;1;3;6;4;0;0;1;1;1;0;0;0;0;0;28
171889 Santa Rita do Tocantins;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;4
171890 Santa Rosa do Tocantins;5;1;3;2;1;4;8;7;2;1;1;1;2;2;0;0;0;0;0;40
171900 Santa Tereza do Tocantins;1;0;6;5;2;2;1;5;6;1;1;0;0;1;1;0;0;0;0;32
172000 Santa Terezinha do Tocantins;0;2;2;2;0;0;5;1;1;0;2;0;1;1;1;0;0;0;0;18
172010 São Bento do Tocantins;1;4;1;1;2;2;1;2;4;3;0;2;2;0;0;1;0;0;0;26
172015 São Félix do Tocantins;0;1;2;0;0;2;1;1;1;0;0;1;0;0;0;1;0;0;0;10
172020 São Miguel do Tocantins;5;18;14;14;6;14;12;16;3;5;2;3;7;2;0;1;1;1;0;124
172025 São Salvador do Tocantins;0;2;0;0;0;0;1;5;1;0;0;1;0;0;0;0;0;0;0;10
172030 São Sebastião do Tocantins;0;0;7;5;4;3;2;3;5;2;2;2;5;1;1;2;1;1;0;46
172049 São Valério da Natividade;1;8;10;5;3;4;12;13;8;1;2;3;1;2;2;2;1;1;0;79
172065 Silvanópolis;3;8;9;4;1;4;7;11;8;2;6;2;2;2;1;0;1;0;0;71
172080 Sítio Novo do Tocantins;3;21;35;25;7;12;22;18;19;8;3;1;10;1;1;2;1;0;0;189
172085 Sucupira;1;3;2;2;2;1;1;3;1;3;3;1;0;1;0;0;0;0;0;24
172090 Taguatinga;8;23;95;94;90;82;75;76;88;83;89;56;66;59;35;38;35;48;0;1.140
172093 Taipas do Tocantins;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;3
172097 Talismã;6;15;12;8;4;24;27;20;8;8;3;2;1;0;3;1;1;0;0;143
172110 Tocantínia;2;6;12;5;5;4;8;9;7;4;7;6;6;4;5;1;0;2;0;93
172120 Tocantinópolis;7;52;56;63;55;66;55;86;78;51;70;55;59;42;32;25;24;12;0;888
172125 Tupirama;3;14;18;8;5;18;23;20;9;4;1;0;2;2;0;0;0;0;0;127
172130 Tupiratins;0;1;2;0;0;2;1;0;1;1;0;0;0;0;1;3;0;0;0;12
172208 Wanderlândia;4;13;8;6;5;4;20;23;15;10;7;9;5;1;1;0;0;2;0;133
172210 Xambioá;16;60;81;57;48;65;106;114;61;34;21;18;12;4;2;2;1;3;0;705
170000 Município ignorado - TO;0;0;0;0;0;0;2;0;0;2;0;1;1;1;0;0;0;0;0;7
210005 Açailândia;190;909;1.001;852;663;1.008;1.452;1.437;1.059;689;438;385;213;94;49;24;19;29;0;10.511
210010 Afonso Cunha;0;3;5;6;2;0;2;2;0;2;2;0;0;0;0;0;0;0;0;24
210015 Água Doce do Maranhão;0;1;2;0;0;3;4;3;0;2;2;0;0;0;0;0;0;0;0;17
210020 Alcântara;1;8;2;5;6;7;6;14;10;9;8;11;7;3;7;2;1;0;0;107
210030 Aldeias Altas;6;29;39;43;36;30;35;46;57;57;49;32;19;4;1;1;0;1;0;485
210040 Altamira do Maranhão;0;0;0;5;0;1;3;4;0;1;4;2;1;4;2;3;3;0;0;33
210043 Alto Alegre do Maranhão;0;3;4;3;2;5;7;6;6;3;4;6;2;1;1;1;0;0;0;54
210047 Alto Alegre do Pindaré;2;9;16;10;10;11;32;25;30;10;3;4;0;0;1;0;1;0;0;164
210050 Alto Parnaíba;1;15;13;16;16;28;36;28;14;13;11;11;8;4;2;5;0;0;0;221
210055 Amapá do Maranhão;1;0;2;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;7
210060 Amarante do Maranhão;3;24;24;24;9;12;26;30;16;11;9;10;8;7;8;3;4;0;0;228
210070 Anajatuba;1;9;16;14;4;10;9;11;13;8;5;5;7;6;10;5;1;4;0;138
210080 Anapurus;1;6;11;13;3;7;5;17;14;4;1;4;4;0;1;1;0;2;0;94
210083 Apicum-Açu;0;4;0;3;0;3;1;4;2;1;0;1;3;0;0;0;0;0;0;22
210087 Araguanã;0;0;3;0;3;3;4;1;1;1;1;2;0;1;2;2;0;0;0;24
210090 Araioses;2;10;10;5;3;10;12;12;4;1;4;6;5;4;4;3;3;0;0;98
210095 Arame;0;5;13;6;6;2;10;7;7;12;1;2;1;1;1;0;0;0;0;74
210100 Arari;6;36;51;50;46;35;49;89;68;45;28;25;23;30;26;18;7;6;0;638
210110 Axixá;0;5;7;4;3;2;6;6;4;4;0;1;4;3;4;2;1;2;0;58
210120 Bacabal;44;215;268;253;216;279;487;572;410;261;205;182;144;106;89;61;48;37;0;3.877
210125 Bacabeira;11;54;70;43;35;78;111;110;109;54;51;26;18;16;3;2;0;0;0;791
210130 Bacuri;1;4;13;2;4;3;6;13;9;1;5;1;4;1;0;2;1;1;0;71
210135 Bacurituba;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;5
210140 Balsas;58;440;577;441;319;501;759;871;653;396;261;235;178;104;59;31;21;24;0;5.928
210150 Barão de Grajaú;5;42;30;21;20;18;42;55;37;25;21;21;20;18;14;10;9;19;0;427
210160 Barra do Corda;6;57;72;54;41;65;82;99;92;57;64;77;69;43;43;26;28;29;0;1.004
210170 Barreirinhas;6;41;60;47;33;36;50;54;60;18;30;20;12;10;10;9;6;6;0;508
210177 Bela Vista do Maranhão;0;3;0;3;6;2;1;0;5;4;2;3;1;0;1;0;0;0;0;31
210173 Belágua;0;1;2;0;0;1;1;2;2;3;2;3;1;2;0;0;0;0;0;20
210180 Benedito Leite;1;5;2;1;0;7;8;7;3;2;1;3;1;1;1;0;0;1;0;44
210190 Bequimão;2;9;5;8;9;8;16;8;10;7;13;11;10;12;2;2;2;5;0;139
210193 Bernardo do Mearim;0;0;0;1;2;0;2;1;0;1;1;0;0;0;0;0;0;0;0;8
210197 Boa Vista do Gurupi;0;2;3;3;2;4;1;2;1;1;4;3;1;0;1;0;0;0;0;28
210200 Bom Jardim;0;4;6;8;6;14;15;18;12;17;13;12;9;11;6;1;0;2;0;154
210203 Bom Jesus das Selvas;5;30;22;15;8;20;40;49;31;9;12;5;2;3;3;3;0;0;0;257
210207 Bom Lugar;0;0;5;4;2;7;12;13;5;4;1;0;1;0;1;0;1;0;0;56
210210 Brejo;2;8;23;14;16;17;18;16;13;10;15;15;11;9;5;4;4;3;0;203
210215 Brejo de Areia;0;0;0;2;0;1;2;1;0;1;1;0;0;2;0;0;0;0;0;10
210220 Buriti;3;18;26;18;9;5;11;14;16;8;11;8;3;2;3;2;2;2;0;161
210230 Buriti Bravo;1;14;16;7;7;7;7;11;3;5;17;6;1;6;1;4;3;8;0;124
210232 Buriticupu;4;35;57;33;37;39;46;80;59;29;15;6;12;13;7;1;0;0;0;473
210235 Buritirana;3;11;12;7;3;2;3;2;2;2;0;0;1;0;0;1;0;1;0;50
210237 Cachoeira Grande;0;0;3;2;1;0;2;2;1;2;1;3;0;1;1;0;0;0;0;19
210240 Cajapió;0;2;4;2;0;2;1;2;3;2;3;1;4;1;1;1;1;0;0;30
210250 Cajari;0;2;3;1;4;2;2;8;1;2;0;2;4;3;2;3;0;3;0;42
210255 Campestre do Maranhão;3;16;25;13;5;11;12;18;13;7;3;1;3;1;0;1;0;0;0;132
210260 Cândido Mendes;1;2;6;4;5;2;3;6;5;3;2;6;3;2;1;2;1;4;0;58
210270 Cantanhede;0;0;2;2;3;1;6;3;3;4;2;3;2;3;2;1;0;0;0;37
210275 Capinzal do Norte;2;2;0;3;4;5;6;3;10;5;4;2;0;0;0;0;1;0;0;47
210280 Carolina;6;28;34;34;37;35;39;40;51;38;34;31;48;36;48;32;28;24;0;623
210290 Carutapera;1;12;15;4;7;6;17;16;13;8;3;8;8;9;3;2;1;1;0;134
210300 Caxias;112;646;703;545;427;509;859;923;728;543;464;352;276;192;153;123;73;124;0;7.752
210310 Cedral;0;2;3;0;1;3;2;2;3;1;1;4;1;1;0;0;0;2;0;26
210312 Central do Maranhão;0;1;0;0;0;0;0;0;2;0;0;0;0;3;1;0;0;0;0;7
210315 Centro do Guilherme;0;0;0;1;1;1;0;2;1;0;2;0;0;0;0;1;0;0;0;9
210317 Centro Novo do Maranhão;0;4;5;5;6;3;2;3;5;4;3;0;2;2;2;1;1;1;0;49
210320 Chapadinha;3;81;126;88;85;90;129;139;109;91;86;52;57;43;43;36;19;12;0;1.289
210325 Cidelândia;7;37;50;28;20;12;36;51;41;26;15;15;6;2;2;1;0;0;0;349
210330 Codó;28;124;148;131;107;116;206;227;206;132;99;97;92;78;68;44;23;21;0;1.947
210340 Coelho Neto;32;220;226;176;138;150;222;258;314;272;281;310;234;173;145;52;30;19;0;3.252
210350 Colinas;3;22;30;32;37;22;46;42;41;24;24;26;16;19;15;13;4;3;0;419
210355 Conceição do Lago-Açu;0;2;1;2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;9
210360 Coroatá;1;16;51;32;48;20;26;53;53;39;36;28;28;25;34;14;11;11;0;526
210370 Cururupu;2;12;19;10;13;16;21;24;23;16;13;10;21;12;14;5;4;8;0;243
210375 Davinópolis;8;51;52;27;23;37;32;38;33;27;15;13;9;7;3;4;2;2;0;383
210380 Dom Pedro;3;21;28;20;17;22;26;42;25;28;13;17;17;8;5;5;7;6;0;310
210390 Duque Bacelar;1;8;7;1;1;1;5;3;4;2;3;1;0;0;0;2;0;0;0;39
210400 Esperantinópolis;2;7;7;8;6;6;22;22;14;10;6;3;5;4;2;1;1;1;0;127
210405 Estreito;9;51;48;38;23;21;71;82;73;38;28;21;15;28;18;6;4;3;0;577
210407 Feira Nova do Maranhão;0;1;1;0;0;1;5;1;2;1;1;0;0;0;0;2;0;0;0;15
210409 Formosa da Serra Negra;2;4;4;0;0;3;7;8;3;3;0;0;1;0;0;1;1;0;0;37
210410 Fortaleza dos Nogueiras;1;8;15;8;6;16;25;25;12;3;7;11;4;5;2;4;0;1;0;153
210420 Fortuna;0;6;5;4;2;4;9;9;12;0;3;2;5;2;0;3;1;1;0;68
